Date,CleanReturn,TotalReturn,CleanPnL,TotalPnL,CleanValue,TotalValue,CleanVaRLinear,TotalVaRLinear,CleanVaRDiscrete,TotalVaRDiscrete,CleanQuantileLinear,TotalQuantileLinear,CleanExceedance,TotalExceedance
2023-09-13,0.00017239982876160055,0.00045053029926483924,16569.88380791542,48142.913730576794,96129680.47644505,106906469.22193858,,,,,,,0,0
2023-09-14,2.43684000901499e-05,0.0003081723094072213,2342.526514388285,32945.613510696836,96132023.00295943,106939414.83544928,,,,,,,0,0
2023-09-15,-0.0008581413941003077,-0.0005654833583355474,-82494.86823744245,-60472.45943958812,96049528.134722,106878942.37600969,,,,,,,0,0
2023-09-18,-3.492197205849049e-05,0.0007884042594143966,-3354.2389377519576,84263.81341095189,96046173.89578424,106963206.18942064,,,,,,,0,0
2023-09-19,-0.0005294639277730356,-0.00024180098693729444,-50852.98447843392,-25863.80882257923,95995320.91130581,106937342.38059807,,,,,,,0,0
2023-09-20,0.0006901532290434205,0.0009599188464874859,66251.48069999709,102651.17034442104,96061572.39200582,107039993.5509425,,,,,,,0,0
2023-09-21,-0.0008017438150238303,-0.0005161576520422889,-77016.77152675459,-55249.511745876225,95984555.62047906,106984744.03919663,,,,,,,0,0
2023-09-22,-0.0004018976455809719,-0.0001096329361606003,-38575.96691600638,-11729.051613407408,95945979.65356305,106973014.98758322,,,,,,,0,0
2023-09-25,2.4880771330970495e-05,0.000885925708625309,2387.20997988625,94770.14410666046,95948366.86354294,107067785.13168988,,,,,,,0,0
2023-09-26,-0.000721044055703349,-0.0004205644896203747,-69182.99958140182,-45028.908408693096,95879183.86396155,107022756.22328119,,,,,,,0,0
2023-09-27,-7.443811914059414e-05,0.00020573481547167603,-7137.066111568501,22018.307002866924,95872046.79784998,107044774.53028406,,,,,,,0,0
2023-09-28,-0.001007546444760212,-0.0007029699863765855,-96595.53990305841,-75249.26369323845,95775451.25794692,106969525.26659082,,,,,,,0,0
2023-09-29,-0.0003937617923319113,-0.00010874452025371893,-37712.71334872679,-11632.349706883484,95737738.54459819,106957892.91688393,,,,,,,0,0
2023-10-02,-0.0009735512432239542,-9.364529410115291e-05,-93205.59438354346,-10016.103338641216,95644532.95021465,106947876.81354529,,,,,,,0,0
2023-10-03,0.000694826943707018,0.0009655267414758645,66456.39851208283,103261.03500754455,95710989.34872673,107051137.84855284,,,,,,,0,0
2023-10-04,-0.0008106176237224272,-0.0005089337206394604,-77585.01474998741,-54481.93388395175,95633404.33397675,106996655.91466889,,,,,,,0,0
2023-10-05,0.00033088778640219703,0.0006021291308359934,31643.925466175842,64425.80342825743,95665048.25944293,107061081.71809715,,,,,,,0,0
2023-10-06,-2.1761850470871107e-06,0.0002791136629761926,-208.18484755106653,29882.21068053158,95664840.07459538,107090963.92877768,,,,,,,0,0
2023-10-09,-0.0006681181731437674,0.0001937747376284874,-63915.41818472934,20751.523437680702,95600924.65641065,107111715.45221536,,,,,,,0,0
2023-10-10,-0.0006830922108114456,-0.00037880649278208616,-65304.24697916599,-40574.61326632649,95535620.40943149,107071140.83894902,,,,,,,0,0
2023-10-11,-4.538232800998326e-05,0.00022732216106671402,-4335.628862058072,24339.643123388392,95531284.78056943,107095480.48207241,,,,,,,0,0
2023-10-12,0.0017310714878349068,0.001972381860451032,165371.48327988051,211233.18303912718,95696656.26384932,107306713.66511154,,,,,,,0,0
2023-10-13,-0.0003925433398095157,-9.160627881400799e-05,-37565.08505841462,-9829.968730621129,95659091.1787909,107296883.69638091,,,,,,,0,0
2023-10-16,-1.1708276961846351e-05,0.0008515494254574607,-1120.003133439797,91368.59966502915,95657971.17565745,107388252.29604594,,,,,,,0,0
2023-10-17,-0.0002769912147970239,2.4768499203183105e-05,-26496.417640964053,2659.8458414258403,95631474.75801648,107390912.14188737,,,,,,,0,0
2023-10-18,0.00021129259252926407,0.0005071949771624329,20206.222229018178,54468.1312312574,95651680.9802455,107445380.27311863,,,,,,,0,0
2023-10-19,-0.0007525484934682348,-0.00044474360491464257,-71982.52841938796,-47785.645754091405,95579698.45182611,107397594.62736455,,,,,,,0,0
