Date,CleanReturn,TotalReturn,CleanPnL,TotalPnL,CleanValue,TotalValue,CleanVaRLinear,TotalVaRLinear,CleanVaRDiscrete,TotalVaRDiscrete,CleanQuantileLinear,TotalQuantileLinear,CleanExceedance,TotalExceedance
2026-06-16,-0.00040991446047559027,2.978868281084063e-06,-39450.55432374068,420.6418366390617,96201492.68532051,141209026.37648922,298166.84447118896,945367.9100992597,301795.88662325055,970320.2188935581,-0.0029816684447118895,-0.009453679100992598,0,0
2026-06-17,0.00011747220166941599,-0.008327595062928756,11301.001149628819,-1175931.590893828,96212793.68647014,140033094.7855954,298166.84447118896,945367.9100992597,301795.88662325055,970320.2188935581,-0.0029816684447118895,-0.009453679100992598,0,0
2026-06-18,-0.0016365555056802631,-0.0012203929470655536,-157457.57722447196,-170895.40123210277,96055336.10924566,139862199.3843633,298166.84447118896,945367.9100992597,301795.88662325055,970320.2188935581,-0.0029816684447118895,-0.009453679100992598,0,0
2026-06-19,-0.0014484084432310872,-0.0010193539351661515,-139127.35983803135,-142569.08332344363,95916208.74940762,139719630.30103984,298166.84447118896,945367.9100992597,301795.88662325055,970320.2188935581,-0.0029816684447118895,-0.009453679100992598,0,0
2026-06-22,-0.0035803751997428683,-0.002326973669983033,-343416.01505973894,-325123.9008902833,95572792.73434788,139394506.40014955,307556.2568563694,945367.9100992597,323951.1567506308,970320.2188935581,-0.003075562568563694,-0.009453679100992598,1,0
2026-06-23,0.0007771990293660783,0.0011362472820880944,74279.08174694054,158386.6290351814,95647071.81609482,139552893.02918473,307556.2568563694,945367.9100992597,323951.1567506308,970320.2188935581,-0.003075562568563694,-0.009453679100992598,0,0
2026-06-24,-0.0018882035058317345,-0.005238564571993891,-180601.1363256899,-731056.8413419403,95466470.67976913,138821836.1878428,307556.2568563694,945367.9100992597,323951.1567506308,970320.2188935581,-0.003075562568563694,-0.009453679100992598,0,0
2026-06-25,-0.0014852294873431379,-0.0010531524584983724,-141789.6173061722,-146200.55807448496,95324681.06246296,138675635.6297683,307556.2568563694,945367.9100992597,323951.1567506308,970320.2188935581,-0.003075562568563694,-0.009453679100992598,0,0
2026-06-26,-0.0019487230794597422,-0.0015237433520373953,-185761.4060285606,-211306.07788041962,95138919.6564344,138464329.5518879,307556.2568563694,945367.9100992597,323951.1567506308,970320.2188935581,-0.003075562568563694,-0.009453679100992598,0,0
2026-06-29,0.0012826354436688212,0.0024311852357270245,122028.55042370307,336632.433681391,95260948.2068581,138800961.9855693,307556.2568563694,945367.9100992597,323951.1567506308,970320.2188935581,-0.003075562568563694,-0.009453679100992598,0,0
2026-06-30,-3.1906755790658684e-05,0.00038402362254337893,-3039.4678108228068,53302.84823420415,95257908.73904727,138854264.8338035,297452.6546938546,945367.9100992597,301795.88662325055,970320.2188935581,-0.0029745265469385464,-0.009453679100992598,0,0
2026-07-01,-0.0005250415010271446,-0.00010899467253517898,-50014.35538905614,-15134.37512567343,95207894.38365822,138839130.45867783,297452.6546938546,945367.9100992597,301795.88662325055,970320.2188935581,-0.0029745265469385464,-0.009453679100992598,0,0
2026-07-02,-0.00012180639877366484,0.0002843969393859471,-11596.930749696838,39485.423769454195,95196297.45290852,138878615.88244727,297452.6546938546,945367.9100992597,301795.88662325055,970320.2188935581,-0.0029745265469385464,-0.009453679100992598,0,0
2026-07-03,-0.0016486668555792219,-0.0012126366523791624,-156946.98038447098,-168409.29985074245,95039350.47252405,138710206.58259654,297452.6546938546,945367.9100992597,301795.88662325055,970320.2188935581,-0.0029745265469385464,-0.009453679100992598,0,0
2026-07-06,-0.0018089381084913003,-0.0005842171007123064,-171920.30287600943,-81036.87472888963,94867430.16964804,138629169.70786765,297452.6546938546,945367.9100992597,301795.88662325055,970320.2188935581,-0.0029745265469385464,-0.009453679100992598,0,0
2026-07-07,-0.0016679921326297029,-0.0012286992828812343,-158238.12716577065,-170333.5614064779,94709192.04248227,138458836.1464612,297452.6546938546,945367.9100992597,301795.88662325055,970320.2188935581,-0.0029745265469385464,-0.009453679100992598,0,0
2026-07-08,0.001526664946496887,0.0018614859052308319,144589.2036022996,257739.17194130275,94853781.24608457,138716575.3184025,297452.6546938546,945367.9100992597,301795.88662325055,970320.2188935581,-0.0029745265469385464,-0.009453679100992598,0,0
2026-07-09,0.0001811419927441847,0.0005679717541444423,17182.002954236734,78787.09661250272,94870963.2490388,138795362.415015,297452.6546938546,945367.9100992597,301795.88662325055,970320.2188935581,-0.0029745265469385464,-0.009453679100992598,0,0
2026-07-10,0.00038137796178350225,0.0007743504975656309,36181.69459635596,107476.25794586894,94907144.94363515,138902838.67296088,297452.6546938546,945367.9100992597,301795.88662325055,970320.2188935581,-0.0029745265469385464,-0.009453679100992598,0,0
