Date,SU29007RMFS0_clean,SU29007RMFS0_dirty,SU29007RMFS0_cashflow,SU29007RMFS0_numtrades,SU29007RMFS0_stale,SU29008RMFS8_clean,SU29008RMFS8_dirty,SU29008RMFS8_cashflow,SU29008RMFS8_numtrades,SU29008RMFS8_stale,SU29009RMFS6_clean,SU29009RMFS6_dirty,SU29009RMFS6_cashflow,SU29009RMFS6_numtrades,SU29009RMFS6_stale,SU29010RMFS4_clean,SU29010RMFS4_dirty,SU29010RMFS4_cashflow,SU29010RMFS4_numtrades,SU29010RMFS4_stale,SU29013RMFS8_clean,SU29013RMFS8_dirty,SU29013RMFS8_cashflow,SU29013RMFS8_numtrades,SU29013RMFS8_stale,SU29015RMFS3_clean,SU29015RMFS3_dirty,SU29015RMFS3_cashflow,SU29015RMFS3_numtrades,SU29015RMFS3_stale,SU29017RMFS9_clean,SU29017RMFS9_dirty,SU29017RMFS9_cashflow,SU29017RMFS9_numtrades,SU29017RMFS9_stale,SU29018RMFS7_clean,SU29018RMFS7_dirty,SU29018RMFS7_cashflow,SU29018RMFS7_numtrades,SU29018RMFS7_stale,SU26228RMFS5_clean,SU26228RMFS5_dirty,SU26228RMFS5_cashflow,SU26228RMFS5_numtrades,SU26228RMFS5_stale,SU26233RMFS5_clean,SU26233RMFS5_dirty,SU26233RMFS5_cashflow,SU26233RMFS5_numtrades,SU26233RMFS5_stale
2023-05-02,101.929,1032.3799999999999,0.0,362,0,103.952,1044.28,0.0,148,0,105.749,1104.48,0.0,204,0,105.738,1091.8500000000001,0.0,172,0,98.125,987.95,0.0,43,0,98.849,989.66,0.0,12,0,97.919,990.1500000000001,0.0,23,0,98.072,991.6800000000001,0.0,42,0,88.96,892.33,0.0,615,0,71.102,726.06,0.0,1241,0
2023-05-03,101.867,1032.0,0.0,275,0,103.901,1044.01,0.0,158,0,105.651,1103.78,0.0,203,0,105.65,1091.23,0.0,168,0,98.101,987.9,0.0,29,0,98.55,986.86,0.0,25,0,98.022,991.36,0.0,27,0,98.001,991.15,0.0,36,0,89.002,892.9499999999999,0.0,521,0,70.945,724.6600000000001,0.0,850,0
2023-05-04,101.961,1033.18,0.0,235,0,104.049,1045.73,0.0,85,0,105.639,1103.94,0.0,239,0,105.737,1092.36,0.0,96,0,97.992,986.99,0.0,22,0,98.649,988.04,0.0,21,0,98.048,991.8100000000001,0.0,11,0,97.912,990.45,0.0,13,0,89.0,893.14,0.0,392,0,71.069,726.07,0.0,674,0
2023-05-05,101.991,1033.72,0.0,181,0,103.868,1044.16,0.0,118,0,105.944,1107.27,0.0,254,0,105.655,1091.8,0.0,161,0,98.099,988.27,0.0,24,0,98.843,990.18,0.0,6,0,98.021,991.75,0.0,27,0,98.0,991.54,0.0,28,0,88.97,893.0500000000001,0.0,452,0,71.141,726.9499999999999,0.0,831,0
2023-05-08,101.961,1034.13,0.0,123,0,103.997,1046.16,0.0,60,0,105.936,1108.04,0.0,114,0,105.767,1093.7,0.0,132,0,98.1,988.9,0.0,13,0,98.867,991.04,0.0,3,0,98.049,992.64,0.0,7,0,97.899,991.14,0.0,15,0,89.059,894.57,0.0,262,0,71.248,728.53,0.0,472,0
2023-05-10,101.995,1034.95,0.0,233,0,103.945,1046.1200000000001,0.0,126,0,105.7,1106.24,0.0,230,0,105.655,1093.1,0.0,134,0,98.1,989.3,0.0,31,0,98.701,989.78,0.0,9,0,98.048,993.03,0.0,33,0,98.0,992.55,0.0,23,0,89.05,894.9,0.0,455,0,71.151,727.89,0.0,999,0
2023-05-11,101.989,1035.1299999999999,0.0,192,0,103.846,1045.3600000000001,0.0,150,0,105.629,1105.81,0.0,195,0,105.685,1093.6599999999999,0.0,128,0,98.004,988.53,0.0,19,0,98.702,989.98,0.0,12,0,98.039,993.13,0.0,7,0,98.0,992.74,0.0,13,0,89.002,894.63,0.0,391,0,71.02,726.75,0.0,814,0
2023-05-12,101.954,1035.02,0.0,183,0,103.89,1046.0400000000002,0.0,92,0,105.6,1105.8,0.0,165,0,105.791,1094.99,0.0,193,0,98.099,989.67,0.0,17,0,98.882,991.97,0.0,42,0,97.916,992.0899999999999,0.0,25,0,97.953,992.4599999999999,0.0,52,0,88.8,892.82,0.0,500,0,70.951,726.22,0.0,774,0
2023-05-15,101.912,1035.31,0.0,210,0,103.738,1045.24,0.0,196,0,105.371,1104.3600000000001,0.0,204,0,105.786,1095.7199999999998,0.0,134,0,98.002,989.26,0.0,20,0,98.701,990.73,0.0,8,0,98.051,994.01,0.0,30,0,98.069,994.19,0.0,12,0,88.966,895.11,0.0,347,0,70.95,726.72,0.0,942,0
2023-05-16,101.903,1035.46,0.0,153,0,103.705,1045.1399999999999,0.0,93,0,105.448,1105.41,0.0,189,0,105.694,1095.06,0.0,127,0,98.248,991.91,0.0,13,0,100.167,1005.5799999999999,0.0,19,0,98.043,994.12,0.0,16,0,97.909,992.7800000000001,0.0,31,0,88.98,895.4599999999999,0.0,334,0,70.954,726.92,0.0,898,0
2023-05-17,101.921,1035.88,0.0,145,0,103.748,1045.81,0.0,126,0,105.3,1053.0,51.21,243,0,105.697,1095.3500000000001,0.0,106,0,97.966,989.28,0.0,30,0,98.9,993.1,0.0,4,0,98.036,994.24,0.0,18,0,97.9,992.88,0.0,31,0,88.851,894.38,0.0,420,0,71.11,728.65,0.0,716,0
2023-05-18,101.828,1035.18,0.0,187,0,103.737,1045.9399999999998,0.0,132,0,105.35,1053.74,0.0,407,0,105.798,1096.6200000000001,0.0,163,0,98.099,990.8100000000001,0.0,14,0,98.744,991.73,0.0,13,0,98.096,995.0300000000001,0.0,17,0,97.925,993.32,0.0,29,0,89.059,896.6700000000001,0.0,271,0,70.922,726.94,0.0,936,0
2023-05-19,101.849,1035.63,0.0,191,0,103.827,1047.08,0.0,80,0,105.36,1054.08,0.0,218,0,105.974,1098.64,0.0,130,0,98.096,990.96,0.0,10,0,98.901,993.49,0.0,3,0,98.049,994.75,0.0,6,0,97.902,993.28,0.0,26,0,89.086,897.15,0.0,296,0,71.05,728.38,0.0,731,0
2023-05-22,101.81,1035.96,0.0,198,0,103.715,1046.67,0.0,110,0,105.357,1054.76,0.0,207,0,105.9,1098.69,0.0,145,0,98.094,991.5200000000001,0.0,34,0,98.7,992.05,0.0,23,0,97.91,993.94,0.0,16,0,97.901,993.85,0.0,26,0,89.11,898.02,0.0,441,0,71.114,729.53,0.0,822,0
2023-05-23,101.869,1036.78,0.0,189,0,103.669,1046.45,0.0,63,0,105.454,1055.97,0.0,182,0,106.05,1100.45,0.0,124,0,98.099,991.77,0.0,20,0,98.7,992.26,0.0,6,0,98.055,995.5899999999999,0.0,16,0,98.002,995.06,0.0,32,0,89.103,898.16,0.0,278,0,70.99,728.4499999999999,0.0,787,0
2023-05-24,101.91,1037.43,0.0,181,0,103.67,1046.7,0.0,62,0,105.501,1056.68,0.0,192,0,106.0,1100.21,0.0,131,0,97.911,990.09,0.0,21,0,98.75,992.95,0.0,11,0,97.853,993.77,0.0,11,0,97.927,994.51,0.0,28,0,89.214,899.48,0.0,335,0,71.085,729.57,0.0,812,0
2023-05-25,101.85,1037.07,0.0,166,0,103.645,1046.69,0.0,77,0,105.542,1057.3300000000002,0.0,171,0,106.069,1101.16,0.0,208,0,98.102,992.1999999999999,0.0,18,0,98.362,989.27,0.0,24,0,97.998,995.4200000000001,0.0,27,0,98.0,995.44,0.0,39,0,89.278,900.3299999999999,0.0,407,0,71.114,730.03,0.0,1061,0
2023-05-26,101.87,1037.51,0.0,173,0,103.633,1046.81,0.0,116,0,105.024,1052.39,0.0,276,0,106.139,1102.1200000000001,0.0,153,0,98.098,992.36,0.0,20,0,98.201,987.86,0.0,18,0,98.0,995.64,0.0,11,0,97.997,995.61,0.0,24,0,89.2,899.76,0.0,494,0,71.193,730.9799999999999,0.0,832,0
2023-05-29,101.968,1039.2,0.0,188,0,103.622,1047.41,0.0,122,0,105.254,1055.3999999999999,0.0,149,0,106.001,1101.52,0.0,219,0,98.0,991.98,0.0,13,0,98.2,988.46,0.0,14,0,97.998,996.22,0.0,16,0,97.929,995.53,0.0,26,0,89.27,901.08,0.0,446,0,71.167,731.2299999999999,0.0,1052,0
2023-05-30,101.84,1038.16,0.0,128,0,103.647,1047.9,0.0,91,0,105.294,1056.04,0.0,116,0,106.039,1102.17,0.0,163,0,97.991,992.0899999999999,0.0,11,0,98.401,990.66,0.0,14,0,97.871,995.1500000000001,0.0,34,0,97.892,995.36,0.0,57,0,89.208,900.6700000000001,0.0,515,0,70.949,729.21,0.0,962,0
2023-05-31,101.839,1038.3899999999999,0.0,128,0,103.648,1048.15,0.0,118,0,105.314,1056.48,0.0,224,0,106.149,1103.53,0.0,138,0,98.051,992.89,0.0,20,0,98.404,990.89,0.0,19,0,97.952,996.16,0.0,31,0,97.959,996.23,0.0,24,0,89.21,900.9,0.0,316,0,70.855,728.4399999999999,0.0,869,0
2023-06-01,101.848,1038.72,0.0,177,0,103.616,1048.0600000000002,0.0,66,0,105.26,1056.1799999999998,0.0,131,0,106.15,1103.8,0.0,150,0,97.981,992.39,0.0,17,0,98.401,991.06,0.0,14,0,97.966,996.49,0.0,13,0,97.953,996.36,0.0,17,0,89.16,900.61,0.0,607,0,70.824,728.3,0.0,1429,0
2023-06-02,101.801,1038.48,0.0,189,0,103.556,1047.7,0.0,65,0,105.01,1053.9199999999998,0.0,522,0,106.091,1103.47,0.0,140,0,98.0,992.78,0.0,25,0,98.201,989.26,0.0,20,0,97.95,996.53,0.0,14,0,97.975,996.78,0.0,33,0,89.2,901.22,0.0,341,0,70.82,728.4200000000001,0.0,910,0
2023-06-05,101.899,1040.18,0.0,229,0,103.611,1048.9699999999998,0.0,115,0,105.2,1056.53,0.0,168,0,106.028,1103.62,0.0,176,0,98.05,993.88,0.0,22,0,98.4,991.85,0.0,15,0,97.95,997.14,0.0,28,0,97.819,995.83,0.0,52,0,89.168,901.53,0.0,485,0,70.823,728.96,0.0,1044,0
2023-06-06,101.818,1039.61,0.0,111,0,103.636,1049.4499999999998,0.0,80,0,105.085,1055.62,0.0,203,0,106.11,1104.6999999999998,0.0,135,0,98.051,994.09,0.0,21,0,98.401,992.06,0.0,8,0,97.921,997.0500000000001,0.0,41,0,98.0,997.84,0.0,34,0,89.02,900.26,0.0,460,0,70.8,728.89,0.0,847,0
2023-06-07,101.849,1040.16,0.0,127,0,103.639,1049.72,0.0,83,0,105.115,1056.16,0.0,184,0,106.125,1105.11,0.0,111,0,98.3,996.78,0.0,45,0,98.4,992.26,0.0,7,0,97.951,979.51,18.04,61,0,98.0,980.0,18.04,43,0,89.014,900.41,0.0,425,0,70.8,729.06,0.0,880,0
2023-06-08,101.857,1040.47,0.0,109,0,103.601,1049.58,0.0,66,0,105.133,1056.58,0.0,129,0,106.099,1105.1200000000001,0.0,107,0,98.051,994.49,0.0,19,0,98.2,990.45,0.0,8,0,97.931,979.51,0.0,46,0,97.882,979.0200000000001,0.0,62,0,89.099,901.47,0.0,274,0,70.77,728.9300000000001,0.0,691,0
2023-06-09,101.902,1041.16,0.0,200,0,103.7,1050.81,0.0,106,0,105.199,1057.48,0.0,177,0,106.063,1105.0200000000002,0.0,222,0,98.048,994.66,0.0,20,0,98.401,992.67,0.0,19,0,97.94,979.8,0.0,48,0,97.978,980.18,0.0,47,0,88.88,899.49,0.0,417,0,70.71,728.49,0.0,1350,0
2023-06-13,101.873,1041.82,0.0,302,0,103.549,1050.25,0.0,98,0,105.175,1058.19,0.0,155,0,106.026,1105.69,0.0,249,0,97.959,994.58,0.0,26,0,98.205,991.51,0.0,13,0,97.958,980.7800000000001,0.0,44,0,98.002,981.22,0.0,24,0,88.75,899.03,0.0,583,0,70.7,729.06,0.0,1072,0
2023-06-14,101.789,1041.22,0.0,546,0,103.501,1050.01,0.0,74,0,104.922,1055.9,0.0,198,0,106.005,1105.74,0.0,209,0,98.039,995.58,0.0,34,0,98.4,993.66,0.0,11,0,97.945,980.86,0.0,14,0,98.0,981.41,0.0,74,0,88.646,898.2,0.0,667,0,70.609,728.32,0.0,1095,0
2023-06-15,101.897,1042.54,0.0,255,0,103.515,1050.39,0.0,87,0,104.911,1056.03,0.0,102,0,106.13,1107.25,0.0,190,0,98.05,995.89,0.0,36,0,98.204,991.9,0.0,26,0,97.953,981.14,0.0,21,0,98.0,981.61,0.0,27,0,88.649,898.44,0.0,481,0,70.699,729.39,0.0,1077,0
2023-06-16,101.929,1043.1,0.0,146,0,103.48,1050.28,0.0,119,0,105.047,1057.63,0.0,134,0,106.03,1106.51,0.0,252,0,98.053,996.12,0.0,18,0,98.204,992.0999999999999,0.0,18,0,98.052,982.3299999999999,0.0,32,0,97.999,981.8,0.0,31,0,88.65,898.66,0.0,651,0,70.656,729.1199999999999,0.0,1050,0
2023-06-19,101.9,1043.52,0.0,205,0,103.391,1050.1000000000001,0.0,125,0,105.137,1059.2399999999998,0.0,186,0,105.899,1105.99,0.0,275,0,97.91,995.2900000000001,0.0,31,0,98.4,994.66,0.0,10,0,97.9,981.4,0.0,38,0,98.05,982.9,0.0,14,0,88.687,899.66,0.0,510,0,70.599,729.0600000000001,0.0,1265,0
2023-06-20,101.916,1043.92,0.0,284,0,103.205,1048.48,0.0,201,0,105.048,1058.59,0.0,183,0,106.208,1109.34,0.0,364,0,98.048,996.87,0.0,50,0,98.257,993.4300000000001,0.0,36,0,97.904,981.65,0.0,21,0,98.045,983.0600000000001,0.0,48,0,88.58,898.8,0.0,425,0,70.499,728.22,0.0,1024,0
2023-06-21,101.894,1043.94,0.0,294,0,103.562,1052.29,0.0,145,0,105.026,1058.61,0.0,138,0,106.199,1061.99,47.52,530,0,98.055,997.14,0.0,53,0,98.408,995.1500000000001,0.0,12,0,98.0,982.81,0.0,26,0,98.05,983.31,0.0,28,0,88.667,899.88,0.0,331,0,70.365,727.05,0.0,983,0
2023-06-22,101.859,1043.83,0.0,106,0,103.55,1052.4,0.0,86,0,105.126,1059.85,0.0,144,0,106.207,1062.31,0.0,671,0,98.0,996.79,0.0,37,0,98.401,995.28,0.0,16,0,98.001,983.02,0.0,23,0,98.05,983.51,0.0,22,0,88.659,900.01,0.0,393,0,70.209,725.6600000000001,0.0,1226,0
2023-06-23,101.895,1044.42,0.0,207,0,103.566,1052.8000000000002,0.0,127,0,105.097,1059.8,0.0,190,0,106.22,1062.68,0.0,204,0,98.139,998.38,0.0,33,0,98.4,995.47,0.0,20,0,98.0,983.21,0.0,38,0,97.904,982.25,0.0,24,0,88.67,900.33,0.0,421,0,70.19,725.63,0.0,1057,0
2023-06-26,101.882,1045.01,0.0,244,0,103.533,1053.1899999999998,0.0,104,0,104.9,1058.55,0.0,170,0,106.15,1062.71,0.0,202,0,98.115,998.74,0.0,38,0,98.599,998.0600000000001,0.0,18,0,97.941,983.2199999999999,0.0,16,0,97.881,982.6199999999999,0.0,28,0,88.58,900.05,0.0,448,0,70.0,724.24,0.0,1762,0
2023-06-27,101.876,1045.19,0.0,180,0,103.482,1052.9099999999999,0.0,92,0,104.879,1058.57,0.0,123,0,106.168,1063.13,0.0,147,0,98.175,999.54,0.0,44,0,98.45,996.76,0.0,10,0,98.035,984.36,0.0,12,0,98.07,984.71,0.0,21,0,88.579,900.25,0.0,319,0,70.008,724.48,0.0,1027,0
2023-06-28,102.96,1056.26,0.0,910,0,103.351,1051.84,0.0,201,0,104.98,1059.82,0.0,77,0,106.159,1063.28,0.0,196,0,98.199,981.99,17.99,99,0,98.7,999.46,0.0,13,0,98.201,986.22,0.0,44,0,98.2,986.21,0.0,64,0,88.44,899.0699999999999,0.0,516,0,69.95,724.07,0.0,1301,0
2023-06-29,103.0,1056.9,0.0,369,0,103.499,1053.56,0.0,110,0,104.617,1056.43,0.0,265,0,106.06,1062.53,0.0,157,0,98.1,981.2,0.0,51,0,99.807,1010.73,0.0,9,0,98.17,986.1,0.0,19,0,98.04,984.8,0.0,26,0,88.518,900.06,0.0,246,0,69.8,722.74,0.0,1192,0
2023-06-30,102.999,1057.13,0.0,348,0,103.537,1054.1799999999998,0.0,106,0,104.849,1058.99,0.0,392,0,106.031,1062.48,0.0,142,0,98.3,983.39,0.0,66,0,98.7,999.85,0.0,28,0,98.244,987.0400000000001,0.0,10,0,98.5,989.6,0.0,32,0,88.372,898.8100000000001,0.0,345,0,69.648,721.38,0.0,1956,0
2023-07-03,102.9,1056.86,0.0,514,0,103.519,1054.71,0.0,166,0,104.78,1059.02,0.0,139,0,106.098,1063.88,0.0,212,0,98.268,983.66,0.0,55,0,98.7,1000.44,0.0,60,0,98.005,985.2299999999999,0.0,59,0,98.501,990.1899999999999,0.0,38,0,88.241,898.13,0.0,374,0,69.778,723.1899999999999,0.0,1550,0
2023-07-04,103.0,1058.09,0.0,257,0,103.842,1058.18,0.0,144,0,106.134,1072.79,0.0,841,0,106.043,1063.5700000000002,0.0,135,0,98.244,983.61,0.0,16,0,100.304,1016.68,0.0,26,0,98.204,987.42,0.0,21,0,98.069,986.07,0.0,55,0,88.239,898.3199999999999,0.0,343,0,69.799,723.5600000000001,0.0,1433,0
2023-07-05,102.59,1054.23,0.0,247,0,103.46,1054.6,0.0,119,0,104.871,1060.4,0.0,179,0,106.097,1064.3500000000001,0.0,175,0,98.139,982.76,0.0,39,0,98.8,1001.83,0.0,17,0,98.2,987.58,0.0,13,0,98.085,986.4300000000001,0.0,31,0,88.409,900.23,0.0,338,0,69.7,722.74,0.0,1914,0
2023-07-06,102.698,1055.55,0.0,550,0,103.433,1054.57,0.0,128,0,104.82,1060.13,0.0,180,0,106.036,1063.9799999999998,0.0,140,0,98.353,985.11,0.0,45,0,98.8,1002.04,0.0,5,0,98.064,986.42,0.0,10,0,98.104,986.8199999999999,0.0,35,0,88.06,896.95,0.0,406,0,69.509,721.0,0.0,1501,0
2023-07-07,102.5,1053.81,0.0,326,0,103.453,1055.0,0.0,106,0,104.716,1059.3300000000002,0.0,154,0,106.039,1064.26,0.0,131,0,98.186,983.64,0.0,48,0,98.716,1001.4,0.0,11,0,98.199,987.98,0.0,31,0,98.004,986.03,0.0,32,0,88.14,897.9599999999999,0.0,233,0,69.5,721.07,0.0,1103,0
2023-07-10,102.511,1054.6299999999999,0.0,299,0,103.431,1055.5,0.0,111,0,104.751,1060.4,0.0,144,0,105.714,1061.73,0.0,203,0,98.1,983.39,0.0,53,0,99.251,1007.36,0.0,62,0,98.2,988.6,0.0,25,0,98.149,988.09,0.0,52,0,87.675,893.94,0.0,772,0,69.498,721.5600000000001,0.0,1409,0
2023-07-11,102.578,1055.54,0.0,181,0,103.435,1055.78,0.0,65,0,104.68,1059.9199999999998,0.0,88,0,105.92,1064.03,0.0,174,0,98.09,983.49,0.0,25,0,98.631,1001.3599999999999,0.0,19,0,98.199,988.79,0.0,4,0,98.249,989.29,0.0,31,0,87.55,892.9,0.0,602,0,69.337,720.11,0.0,1238,0
2023-07-12,102.652,1056.52,0.0,237,0,103.45,1056.17,0.0,91,0,104.714,1060.5,0.0,136,0,105.601,1061.08,0.0,145,0,98.149,984.28,0.0,12,0,98.698,1002.23,0.0,28,0,98.2,989.0,0.0,13,0,98.252,989.52,0.0,16,0,87.612,893.73,0.0,317,0,69.35,720.41,0.0,1230,0
2023-07-13,102.71,1057.34,0.0,223,0,103.427,1056.17,0.0,95,0,104.743,1061.03,0.0,132,0,105.597,1061.29,0.0,156,0,98.148,984.47,0.0,18,0,98.7,1002.45,0.0,23,0,98.001,987.21,0.0,33,0,98.192,989.12,0.0,26,0,87.614,893.96,0.0,356,0,69.38,720.88,0.0,1329,0
2023-07-14,102.689,1057.3600000000001,0.0,337,0,103.35,1055.64,0.0,150,0,104.8,1061.84,0.0,180,0,105.649,1062.05,0.0,162,0,98.099,984.1800000000001,0.0,11,0,98.702,1002.68,0.0,15,0,98.179,989.1899999999999,0.0,12,0,97.979,987.1899999999999,0.0,24,0,87.671,894.74,0.0,302,0,69.25,719.74,0.0,1693,0
2023-07-17,102.886,1060.05,0.0,470,0,103.3,1055.86,0.0,277,0,104.786,1062.4199999999998,0.0,157,0,105.699,1063.27,0.0,176,0,98.099,984.79,0.0,46,0,98.551,1001.77,0.0,63,0,98.199,990.0,0.0,53,0,98.14,989.41,0.0,42,0,87.403,892.6899999999999,0.0,433,0,69.122,718.97,0.0,1300,0
2023-07-18,102.806,1059.49,0.0,295,0,103.315,1056.24,0.0,150,0,104.68,1061.59,0.0,152,0,105.687,1063.3899999999999,0.0,178,0,98.066,984.67,0.0,39,0,98.696,1003.4300000000001,0.0,34,0,98.199,990.2,0.0,26,0,98.25,990.71,0.0,27,0,87.21,890.97,0.0,388,0,69.03,718.2099999999999,0.0,1763,0
2023-07-19,103.24,1064.0600000000002,0.0,1780,0,103.319,1056.52,0.0,221,0,103.547,1050.5,0.0,201,0,105.458,1061.35,0.0,204,0,98.093,985.14,0.0,42,0,98.704,1003.7199999999999,0.0,18,0,98.199,990.41,0.0,20,0,98.0,988.42,0.0,48,0,87.203,891.11,0.0,379,0,68.9,717.08,0.0,1580,0
2023-07-20,103.642,1068.3200000000002,0.0,1300,0,103.499,1058.56,0.0,275,0,104.646,1061.73,0.0,284,0,105.672,1063.73,0.0,309,0,98.1,985.42,0.0,115,0,98.701,1003.9,0.0,49,0,98.195,990.58,0.0,42,0,97.861,987.24,0.0,73,0,87.361,892.89,0.0,306,0,68.948,717.73,0.0,1030,0
2023-07-21,103.7,1069.14,0.0,1158,0,103.595,1059.76,0.0,355,0,104.753,1063.04,0.0,159,0,106.149,1068.74,0.0,411,0,98.2,986.64,0.0,72,0,98.749,1004.59,0.0,62,0,98.21,990.94,0.0,41,0,99.93,1008.14,0.0,36,0,87.0,889.49,0.0,695,0,69.3,721.41,0.0,2156,0
2023-07-24,103.35,1066.35,0.0,581,0,103.3,1057.52,0.0,228,0,104.609,1062.32,0.0,139,0,105.89,1066.8700000000001,0.0,263,0,98.1,986.29,0.0,78,0,98.801,1005.76,0.0,30,0,98.197,991.46,0.0,55,0,98.099,990.48,0.0,57,0,86.79,888.02,0.0,668,0,69.339,722.31,0.0,1674,0
2023-07-25,103.177,1064.86,0.0,334,0,103.285,1057.61,0.0,155,0,104.68,1063.27,0.0,173,0,105.729,1065.51,0.0,234,0,98.1,986.5,0.0,53,0,98.807,1006.0300000000001,0.0,48,0,98.192,991.63,0.0,21,0,98.003,989.74,0.0,33,0,86.83,888.63,0.0,806,0,69.319,722.2700000000001,0.0,1472,0
2023-07-26,103.165,1064.98,0.0,343,0,103.29,1057.9,0.0,95,0,104.521,1061.91,0.0,104,0,105.45,1062.96,0.0,216,0,97.951,985.23,0.0,66,0,98.756,987.56,18.18,63,0,97.842,988.3399999999999,0.0,35,0,98.067,990.5899999999999,0.0,26,0,87.039,890.93,0.0,392,0,69.4,723.25,0.0,1423,0
2023-07-27,103.1,1064.57,0.0,330,0,103.278,1058.02,0.0,107,0,104.549,1062.43,0.0,82,0,105.461,1063.31,0.0,170,0,97.971,985.6500000000001,0.0,45,0,98.618,986.4,0.0,51,0,97.9,989.14,0.0,64,0,97.902,989.16,0.0,47,0,87.048,891.23,0.0,374,0,69.15,720.92,0.0,1658,0
2023-07-28,103.005,1063.86,0.0,259,0,103.29,1058.3700000000001,0.0,110,0,104.42,1061.38,0.0,133,0,105.43,1063.24,0.0,185,0,98.147,987.63,0.0,28,0,98.699,987.4300000000001,0.0,21,0,97.9,989.36,0.0,18,0,98.069,991.0500000000001,0.0,25,0,87.034,891.3000000000001,0.0,343,0,68.999,719.57,0.0,1641,0
2023-07-31,103.0,1064.52,0.0,420,0,103.259,1058.78,0.0,153,0,104.411,1062.01,0.0,137,0,105.387,1063.54,0.0,222,0,98.091,987.73,0.0,99,0,98.733,988.44,0.0,38,0,97.919,990.22,0.0,63,0,98.0,991.03,0.0,31,0,86.997,891.5600000000001,0.0,493,0,69.0,720.09,0.0,2160,0
2023-08-01,102.96,1064.36,0.0,396,0,103.258,1059.01,0.0,123,0,104.496,1063.1000000000001,0.0,125,0,105.25,1062.41,0.0,317,0,98.005,987.0999999999999,0.0,36,0,98.564,986.97,0.0,58,0,98.093,992.18,0.0,53,0,98.049,991.74,0.0,46,0,86.841,890.2099999999999,0.0,546,0,69.0,720.25,0.0,2884,0
2023-08-02,103.0,1065.0,0.0,270,0,103.182,1058.48,0.0,140,0,104.403,1062.3999999999999,0.0,118,0,105.382,1063.97,0.0,302,0,98.088,988.15,0.0,33,0,98.55,987.06,0.0,59,0,98.089,992.37,0.0,18,0,98.06,992.08,0.0,42,0,86.97,891.71,0.0,400,0,69.0,690.0,30.42,2679,0
2023-08-03,102.959,1064.83,0.0,392,0,103.194,1058.8400000000001,0.0,138,0,104.501,1063.62,0.0,141,0,105.345,1063.8400000000001,0.0,193,0,98.082,988.32,0.0,34,0,98.55,987.29,0.0,27,0,98.191,993.62,0.0,23,0,98.069,992.4000000000001,0.0,18,0,86.814,890.36,0.0,516,0,68.9,689.17,0.0,2643,0
2023-08-04,103.267,1068.14,0.0,477,0,103.28,1059.94,0.0,242,0,104.426,1063.11,0.0,180,0,105.366,1064.2900000000002,0.0,257,0,97.857,986.3000000000001,0.0,106,0,98.594,987.96,0.0,35,0,97.889,990.83,0.0,62,0,97.879,990.73,0.0,43,0,86.6,888.43,0.0,525,0,68.8,688.33,0.0,2976,0
2023-08-07,103.242,1068.6100000000001,0.0,551,0,103.182,1059.6799999999998,0.0,168,0,104.439,1063.96,0.0,247,0,105.29,1064.26,0.0,262,0,98.099,989.41,0.0,68,0,98.414,986.84,0.0,16,0,97.9,991.63,0.0,34,0,97.898,991.61,0.0,50,0,86.7,890.06,0.0,460,0,68.894,689.7800000000001,0.0,1648,0
2023-08-08,103.1,1067.43,0.0,420,0,103.078,1058.87,0.0,147,0,104.447,1064.28,0.0,208,0,105.262,1064.2199999999998,0.0,235,0,97.998,988.63,0.0,22,0,98.549,988.4300000000001,0.0,28,0,98.02,993.0600000000001,0.0,33,0,97.998,992.84,0.0,22,0,86.623,889.5,0.0,383,0,68.874,689.74,0.0,1462,0
2023-08-09,103.1,1067.66,0.0,319,0,103.1,1059.33,0.0,123,0,104.301,1063.05,0.0,91,0,105.4,1065.84,0.0,218,0,97.872,987.61,0.0,37,0,98.445,987.62,0.0,55,0,98.052,993.61,0.0,21,0,97.989,992.98,0.0,26,0,86.421,887.69,0.0,383,0,68.55,686.67,0.0,1849,0
2023-08-10,103.15,1068.4,0.0,306,0,103.2,1060.57,0.0,152,0,104.543,1065.71,0.0,194,0,105.294,1065.02,0.0,271,0,97.995,989.0600000000001,0.0,48,0,98.478,988.18,0.0,33,0,98.0,993.32,0.0,14,0,97.998,993.3000000000001,0.0,31,0,86.277,886.46,0.0,471,0,68.375,685.09,0.0,2296,0
2023-08-11,103.092,1068.0600000000002,0.0,323,0,103.088,1059.69,0.0,157,0,104.434,1064.86,0.0,206,0,105.339,1065.71,0.0,323,0,98.1,990.34,0.0,56,0,98.445,988.07,0.0,24,0,98.033,993.88,0.0,67,0,98.073,994.28,0.0,71,0,86.102,884.92,0.0,474,0,68.23,683.8,0.0,1988,0
2023-08-14,102.833,1066.1799999999998,0.0,1066,0,102.957,1059.09,0.0,316,0,104.154,1062.78,0.0,309,0,105.095,1064.0,0.0,574,0,98.102,991.03,0.0,85,0,98.605,990.3399999999999,0.0,124,0,98.03,994.52,0.0,69,0,98.075,994.97,0.0,63,0,85.42,878.73,0.0,990,0,67.744,679.45,0.0,4301,0
2023-08-15,102.68,1064.8899999999999,0.0,624,0,102.911,1058.87,0.0,217,0,103.687,1058.35,0.0,327,0,104.157,1054.86,0.0,492,0,98.199,992.23,0.0,54,0,98.896,993.49,0.0,97,0,98.08,995.25,0.0,87,0,98.119,995.6400000000001,0.0,90,0,85.186,876.59,0.0,1066,0,67.894,681.11,0.0,3181,0
