Date,SU29007RMFS0_clean,SU29007RMFS0_dirty,SU29007RMFS0_cashflow,SU29007RMFS0_numtrades,SU29007RMFS0_stale,SU29008RMFS8_clean,SU29008RMFS8_dirty,SU29008RMFS8_cashflow,SU29008RMFS8_numtrades,SU29008RMFS8_stale,SU29009RMFS6_clean,SU29009RMFS6_dirty,SU29009RMFS6_cashflow,SU29009RMFS6_numtrades,SU29009RMFS6_stale,SU29010RMFS4_clean,SU29010RMFS4_dirty,SU29010RMFS4_cashflow,SU29010RMFS4_numtrades,SU29010RMFS4_stale,SU29013RMFS8_clean,SU29013RMFS8_dirty,SU29013RMFS8_cashflow,SU29013RMFS8_numtrades,SU29013RMFS8_stale,SU29015RMFS3_clean,SU29015RMFS3_dirty,SU29015RMFS3_cashflow,SU29015RMFS3_numtrades,SU29015RMFS3_stale,SU29017RMFS9_clean,SU29017RMFS9_dirty,SU29017RMFS9_cashflow,SU29017RMFS9_numtrades,SU29017RMFS9_stale,SU29018RMFS7_clean,SU29018RMFS7_dirty,SU29018RMFS7_cashflow,SU29018RMFS7_numtrades,SU29018RMFS7_stale,SU26228RMFS5_clean,SU26228RMFS5_dirty,SU26228RMFS5_cashflow,SU26228RMFS5_numtrades,SU26228RMFS5_stale,SU26233RMFS5_clean,SU26233RMFS5_dirty,SU26233RMFS5_cashflow,SU26233RMFS5_numtrades,SU26233RMFS5_stale
2024-09-30,102.175,1034.18,0.0,225,0,102.929,1107.44,0.0,175,0,103.276,1097.19,0.0,182,0,105.0,1098.85,0.0,439,0,98.583,988.35,0.0,117,0,99.247,1025.19,0.0,129,0,98.449,997.61,0.0,34,0,98.132,994.44,0.0,28,0,68.1,715.8,0.0,826,0,52.05,530.7,0.0,2895,0
2024-10-01,102.004,1032.95,0.0,218,0,102.582,1104.4299999999998,0.0,141,0,103.361,1098.5,0.0,157,0,104.942,1098.74,0.0,270,0,98.77,990.73,0.0,56,0,99.247,1025.7,0.0,93,0,98.466,998.29,0.0,13,0,98.115,994.78,0.0,41,0,67.796,712.97,0.0,793,0,51.805,528.41,0.0,2794,0
2024-10-02,102.236,1035.75,0.0,147,0,102.9,1108.06,0.0,182,0,103.393,1099.29,0.0,191,0,104.977,1099.56,0.0,287,0,98.613,989.66,0.0,50,0,99.21,1025.83,0.0,78,0,98.388,998.01,0.0,22,0,97.807,992.2,0.0,34,0,67.6,711.22,0.0,839,0,51.54,525.93,0.0,4470,0
2024-10-03,102.093,1034.79,0.0,141,0,102.908,1108.59,0.0,164,0,103.15,1097.33,0.0,165,0,104.478,1095.05,0.0,246,0,98.498,989.01,0.0,54,0,99.097,1025.2,0.0,99,0,98.519,999.82,0.0,53,0,98.383,998.46,0.0,32,0,67.259,708.02,0.0,698,0,51.039,521.09,0.0,4910,0
2024-10-04,102.316,1037.5,0.0,275,0,103.19,1111.8600000000001,0.0,171,0,103.868,1104.98,0.0,188,0,105.093,1101.67,0.0,219,0,98.896,993.49,0.0,70,0,99.191,1026.6399999999999,0.0,112,0,98.628,1001.41,0.0,32,0,98.551,1000.64,0.0,26,0,67.46,710.23,0.0,641,0,51.012,520.98,0.0,2674,0
2024-10-07,102.118,1036.96,0.0,221,0,103.39,1115.22,0.0,289,0,103.902,1106.72,0.0,206,0,105.1,1103.17,0.0,187,0,98.59,991.9399999999999,0.0,86,0,99.16,1027.84,0.0,135,0,98.71,1003.74,0.0,36,0,98.498,1001.62,0.0,43,0,66.94,705.66,0.0,696,0,50.49,516.27,0.0,3689,0
2024-10-08,102.428,1040.53,0.0,143,0,102.941,1111.18,0.0,363,0,103.623,1104.39,0.0,148,0,105.172,1104.3600000000001,0.0,143,0,98.949,996.03,0.0,66,0,99.215,1028.8899999999999,0.0,108,0,98.699,1004.13,0.0,21,0,98.499,1002.13,0.0,39,0,66.859,705.0600000000001,0.0,540,0,50.315,514.68,0.0,2729,0
2024-10-09,102.244,1039.17,0.0,182,0,102.699,1026.99,82.22,675,0,103.486,1103.4899999999998,0.0,158,0,104.946,1102.57,0.0,193,0,98.665,993.6899999999999,0.0,52,0,99.128,1028.52,0.0,117,0,98.74,1005.04,0.0,39,0,97.95,997.14,0.0,41,0,66.883,705.51,0.0,570,0,50.35,515.2,0.0,2004,0
2024-10-10,102.155,1038.76,0.0,150,0,102.7,1027.5,0.0,499,0,103.23,1101.3999999999999,0.0,168,0,105.009,1103.6799999999998,0.0,283,0,98.909,996.63,0.0,38,0,99.236,1030.1,0.0,138,0,98.738,1005.52,0.0,47,0,98.065,998.79,0.0,36,0,67.28,709.6899999999999,0.0,736,0,50.61,517.97,0.0,2201,0
2024-10-11,102.178,1039.47,0.0,107,0,102.71,1028.09,0.0,226,0,103.59,1105.46,0.0,114,0,105.131,1105.37,0.0,199,0,98.899,997.03,0.0,55,0,99.23,1030.54,0.0,101,0,98.73,1005.9399999999999,0.0,14,0,98.468,1003.3199999999999,0.0,69,0,67.35,710.6,0.0,585,0,50.732,519.35,0.0,2037,0
2024-10-14,102.219,1041.31,0.0,142,0,102.607,1028.55,0.0,347,0,103.466,1105.6200000000001,0.0,327,0,105.146,1106.95,0.0,282,0,98.899,998.53,0.0,93,0,99.085,1030.58,0.0,136,0,98.749,1007.62,0.0,40,0,98.41,1004.23,0.0,26,0,67.498,712.71,0.0,1182,0,50.851,521.05,0.0,2681,0
2024-10-15,102.25,1042.1,0.0,150,0,102.378,1026.75,0.0,221,0,104.083,1112.26,0.0,243,0,105.138,1107.3400000000001,0.0,127,0,98.434,994.39,0.0,88,0,99.072,1030.97,0.0,112,0,98.716,1007.81,0.0,39,0,98.664,1007.29,0.0,19,0,67.499,712.9300000000001,0.0,1484,0,50.9,521.7,0.0,2179,0
2024-10-16,102.0,1040.08,0.0,131,0,102.291,1026.3799999999999,0.0,339,0,103.482,1106.72,0.0,229,0,104.612,1102.55,0.0,208,0,98.898,999.54,0.0,132,0,99.21,1032.85,0.0,162,0,98.75,1008.65,0.0,40,0,98.799,1009.14,0.0,19,0,67.216,672.16,38.15,1543,0,50.81,520.97,0.0,2522,0
2024-10-17,102.001,1040.57,0.0,234,0,102.448,1028.44,0.0,330,0,103.442,1106.78,0.0,232,0,105.001,1106.92,0.0,164,0,98.756,998.63,0.0,142,0,99.189,1033.15,0.0,167,0,98.733,1008.99,0.0,88,0,98.835,1010.01,0.0,36,0,67.19,672.11,0.0,1809,0,50.75,520.54,0.0,2644,0
2024-10-18,102.099,1042.03,0.0,148,0,102.471,1029.17,0.0,191,0,103.232,1105.1499999999999,0.0,120,0,104.995,1107.3300000000002,0.0,134,0,98.713,998.7,0.0,64,0,99.204,1033.81,0.0,90,0,98.364,1005.81,0.0,38,0,98.753,1009.6999999999999,0.0,35,0,67.106,671.4799999999999,0.0,823,0,50.711,520.3100000000001,0.0,1865,0
2024-10-21,102.0,1042.47,0.0,177,0,102.478,1030.72,0.0,209,0,103.821,1112.44,0.0,214,0,104.916,1107.96,0.0,173,0,98.44,997.5,0.0,77,0,99.238,1035.68,0.0,183,0,98.675,1010.45,0.0,27,0,98.58,1009.5,0.0,34,0,66.883,669.88,0.0,713,0,50.77,521.41,0.0,2090,0
2024-10-22,102.14,1044.35,0.0,179,0,102.299,1029.43,0.0,217,0,103.297,1107.67,0.0,108,0,104.65,1105.78,0.0,284,0,98.599,999.6,0.0,65,0,99.239,1036.2,0.0,277,0,98.708,1011.2900000000001,0.0,44,0,98.044,1004.6500000000001,0.0,29,0,66.672,667.98,0.0,608,0,50.765,521.52,0.0,1517,0
2024-10-23,102.249,1045.92,0.0,160,0,102.8,1034.93,0.0,150,0,103.3,1108.17,0.0,149,0,104.928,1109.03,0.0,182,0,98.607,1000.1800000000001,0.0,88,0,99.24,992.4,44.31,318,0,98.637,1011.08,0.0,45,0,98.487,1009.58,0.0,51,0,66.664,668.11,0.0,628,0,50.789,521.93,0.0,1915,0
2024-10-24,102.083,1044.73,0.0,101,0,102.783,1035.26,0.0,137,0,103.23,1107.9299999999998,0.0,122,0,104.918,1109.41,0.0,171,0,98.26,997.23,0.0,65,0,99.138,991.89,0.0,305,0,98.573,1010.96,0.0,21,0,98.489,1010.12,0.0,44,0,66.519,666.87,0.0,493,0,50.512,519.33,0.0,1915,0
2024-10-25,102.209,1046.47,0.0,163,0,102.495,1032.88,0.0,225,0,103.628,1112.3799999999999,0.0,224,0,104.869,1109.39,0.0,358,0,97.885,993.99,0.0,103,0,98.799,989.02,0.0,370,0,98.574,1011.48,0.0,57,0,98.315,1008.89,0.0,16,0,65.9,660.89,0.0,1300,0,50.1,515.37,0.0,4779,0
2024-10-28,101.137,1037.19,0.0,253,0,102.352,1032.93,0.0,244,0,103.41,1111.6,0.0,208,0,103.9,1101.12,0.0,361,0,97.798,994.65,0.0,105,0,98.723,989.79,0.0,330,0,98.293,1010.1999999999999,0.0,36,0,97.587,1003.14,0.0,58,0,64.95,652.02,0.0,1155,0,49.501,509.89,0.0,4431,0
2024-10-29,100.71,1033.39,0.0,209,0,102.432,1034.23,0.0,194,0,103.082,1108.79,0.0,163,0,103.503,1097.6299999999999,0.0,265,0,97.5,992.18,0.0,99,0,98.431,987.38,0.0,269,0,97.712,1004.9,0.0,57,0,97.684,1004.62,0.0,43,0,64.795,650.6800000000001,0.0,1009,0,49.262,507.66,0.0,3046,0
2024-10-30,100.775,1034.52,0.0,164,0,102.516,1035.5600000000002,0.0,208,0,103.381,1112.24,0.0,129,0,103.702,1100.09,0.0,222,0,97.549,993.19,0.0,58,0,98.454,988.12,0.0,235,0,98.492,1013.2099999999999,0.0,46,0,97.411,1002.4,0.0,61,0,64.792,650.8499999999999,0.0,797,0,49.501,510.21999999999997,0.0,2629,0
2024-10-31,100.333,1030.58,0.0,250,0,102.966,1040.5600000000002,0.0,218,0,103.468,1113.5800000000002,0.0,148,0,104.178,1105.33,0.0,210,0,97.298,991.1800000000001,0.0,83,0,98.3,987.09,0.0,311,0,98.539,1014.1899999999999,0.0,31,0,96.988,998.68,0.0,63,0,64.089,644.03,0.0,836,0,49.135,506.73,0.0,2636,0
2024-11-01,100.49,1032.6299999999999,0.0,195,0,102.398,1035.3700000000001,0.0,200,0,103.064,1110.0100000000002,0.0,223,0,104.044,1104.46,0.0,237,0,97.191,990.63,0.0,121,0,97.989,984.49,0.0,307,0,98.346,1012.77,0.0,56,0,97.329,1002.5999999999999,0.0,37,0,64.246,645.81,0.0,640,0,49.15,507.04,0.0,1934,0
2024-11-02,100.047,1028.68,0.0,202,0,102.092,1032.81,0.0,124,0,103.054,1110.37,0.0,106,0,104.0,1104.5,0.0,135,0,96.806,987.29,0.0,42,0,97.747,982.58,0.0,96,0,98.226,1012.09,0.0,25,0,96.763,997.46,0.0,47,0,64.244,646.0,0.0,481,0,49.2,507.71,0.0,2092,0
2024-11-05,99.89,1028.54,0.0,276,0,102.21,1035.47,0.0,315,0,103.389,1115.13,0.0,291,0,103.529,1101.21,0.0,363,0,96.976,990.62,0.0,91,0,97.787,984.62,0.0,245,0,97.898,1010.44,0.0,30,0,96.63,997.76,0.0,56,0,64.4,648.1900000000002,0.0,964,0,49.295,509.15999999999997,0.0,2375,0
2024-11-06,99.196,1022.08,0.0,320,0,101.736,1031.23,0.0,175,0,102.991,1111.6100000000001,0.0,377,0,102.59,1092.2900000000002,0.0,264,0,97.017,991.5899999999999,0.0,75,0,97.5,982.3,0.0,173,0,97.857,1010.59,0.0,26,0,96.107,993.09,0.0,37,0,65.122,655.62,0.0,710,0,49.484,511.21999999999997,0.0,3320,0
2024-11-07,99.554,1026.1399999999999,0.0,171,0,101.718,1031.54,0.0,151,0,104.262,1124.79,0.0,211,0,103.158,1098.4499999999998,0.0,177,0,96.9,990.98,0.0,68,0,97.779,985.66,0.0,141,0,97.807,1010.6500000000001,0.0,16,0,96.663,999.21,0.0,22,0,65.943,664.04,0.0,1000,0,51.116,527.71,0.0,5104,0
2024-11-08,99.791,1028.99,0.0,182,0,102.453,1039.3899999999999,0.0,191,0,103.963,1122.2700000000002,0.0,344,0,103.298,1100.32,0.0,215,0,97.297,995.51,0.0,108,0,97.998,988.4,0.0,164,0,97.54,1008.54,0.0,83,0,96.65,999.64,0.0,26,0,66.17,666.5200000000001,0.0,739,0,50.902,525.73,0.0,2890,0
2024-11-11,99.6,1028.51,0.0,297,0,101.677,1033.12,0.0,234,0,103.4,1118.04,0.0,491,0,103.9,1107.76,0.0,288,0,97.405,998.26,0.0,144,0,97.919,989.2800000000001,0.0,206,0,97.313,1007.94,0.0,38,0,96.173,996.54,0.0,53,0,66.624,671.69,0.0,1230,0,51.354,530.76,0.0,5007,0
2024-11-12,99.511,1028.1,0.0,191,0,101.954,1036.3799999999999,0.0,158,0,103.059,1115.09,0.0,526,0,103.01,1099.34,0.0,398,0,97.084,995.6,0.0,53,0,97.806,988.7099999999999,0.0,134,0,97.301,1008.37,0.0,19,0,96.375,999.11,0.0,41,0,66.794,673.6,0.0,845,0,51.803,535.41,0.0,3181,0
2024-11-13,99.459,1028.06,0.0,168,0,101.913,1036.47,0.0,144,0,102.621,1026.21,84.97,703,0,103.836,1108.07,0.0,302,0,97.248,997.8000000000001,0.0,94,0,97.797,989.1700000000001,0.0,133,0,96.77,1003.62,0.0,72,0,96.332,999.24,0.0,42,0,67.2,677.87,0.0,845,0,52.328,540.8299999999999,0.0,2350,0
2024-11-14,99.32,1027.14,0.0,187,0,101.69,1034.73,0.0,120,0,102.601,1026.53,0.0,534,0,103.773,1107.92,0.0,171,0,97.189,997.76,0.0,95,0,97.823,989.99,0.0,105,0,97.369,1010.1600000000001,0.0,42,0,96.3,999.47,0.0,26,0,67.425,680.33,0.0,876,0,52.386,541.58,0.0,2510,0
2024-11-15,99.343,1027.85,0.0,205,0,101.6,1034.33,0.0,109,0,102.529,1026.32,0.0,444,0,103.609,1106.75,0.0,163,0,97.051,996.9399999999999,0.0,68,0,97.861,990.9300000000001,0.0,112,0,96.872,1005.75,0.0,24,0,96.299,1000.02,0.0,20,0,67.45,680.79,0.0,813,0,51.93,537.18,0.0,3650,0
2024-11-18,99.26,1028.46,0.0,268,0,101.513,1034.94,0.0,148,0,102.447,1027.05,0.0,337,0,103.198,1104.06,0.0,264,0,96.935,997.47,0.0,41,0,97.779,991.8,0.0,116,0,96.545,1004.1700000000001,0.0,26,0,96.199,1000.71,0.0,49,0,67.127,678.1899999999999,0.0,1046,0,51.709,535.48,0.0,3262,0
2024-11-19,99.363,1029.96,0.0,234,0,101.45,1034.81,0.0,107,0,102.536,1028.4599999999998,0.0,221,0,103.152,1104.08,0.0,150,0,97.061,999.3100000000001,0.0,49,0,97.78,992.38,0.0,87,0,96.879,1008.0799999999999,0.0,39,0,96.36,1002.89,0.0,14,0,66.183,668.96,0.0,1843,0,50.831,526.86,0.0,4748,0
2024-11-20,99.512,1031.93,0.0,215,0,101.7,1037.8,0.0,132,0,102.405,1027.6699999999998,0.0,340,0,103.206,1105.09,0.0,272,0,96.88,998.0699999999999,0.0,42,0,97.805,993.1999999999999,0.0,83,0,96.741,1007.27,0.0,35,0,96.1,1000.86,0.0,29,0,66.55,672.84,0.0,740,0,51.204,530.76,0.0,2700,0
2024-11-21,99.997,1037.26,0.0,206,0,101.605,1037.35,0.0,84,0,102.238,1026.51,0.0,177,0,102.85,1102.01,0.0,226,0,96.565,995.48,0.0,51,0,97.724,992.96,0.0,78,0,96.78,1008.2299999999999,0.0,24,0,96.062,1001.05,0.0,34,0,66.29,670.4499999999999,0.0,700,0,51.129,530.1800000000001,0.0,2041,0
2024-11-22,100.003,1037.8,0.0,183,0,101.654,1038.33,0.0,84,0,102.211,1026.76,0.0,214,0,102.557,1099.55,0.0,261,0,96.666,997.06,0.0,49,0,97.73,993.5799999999999,0.0,101,0,96.84,1009.4,0.0,18,0,96.236,1003.36,0.0,26,0,66.42,671.96,0.0,540,0,51.148,530.53,0.0,1474,0
2024-11-25,100.104,1040.24,0.0,229,0,101.612,1039.4,0.0,111,0,102.24,1028.6,0.0,237,0,102.85,1103.9,0.0,241,0,96.517,997.27,0.0,50,0,97.712,995.11,0.0,85,0,96.774,1010.44,0.0,18,0,96.079,1003.49,0.0,20,0,66.321,671.59,0.0,637,0,51.124,530.8,0.0,2394,0
2024-11-26,100.19,1041.58,0.0,198,0,101.562,1039.4,0.0,123,0,102.273,1029.44,0.0,210,0,102.7,1102.88,0.0,194,0,96.794,1000.61,0.0,87,0,97.583,994.38,0.0,114,0,97.034,1013.6,0.0,16,0,96.079,1004.05,0.0,21,0,66.378,672.37,0.0,594,0,50.785,527.57,0.0,1860,0
2024-11-27,100.24,1042.56,0.0,141,0,101.601,1040.28,0.0,136,0,102.129,1028.52,0.0,263,0,102.674,1103.09,0.0,195,0,96.588,999.11,0.0,82,0,97.5,994.12,0.0,129,0,96.773,1011.5600000000001,0.0,29,0,96.355,1007.38,0.0,69,0,66.493,673.7299999999999,0.0,729,0,50.804,527.9300000000001,0.0,1895,0
2024-11-28,100.28,1043.44,0.0,176,0,101.699,1041.76,0.0,111,0,102.197,1029.72,0.0,121,0,102.75,1104.33,0.0,183,0,96.332,997.11,0.0,65,0,97.435,994.03,0.0,101,0,97.499,1019.38,0.0,37,0,96.991,1014.3,0.0,125,0,66.202,671.03,0.0,1041,0,51.015,530.2099999999999,0.0,2350,0
2024-11-29,100.478,1045.8899999999999,0.0,160,0,101.7,1042.26,0.0,102,0,102.265,1030.91,0.0,125,0,102.651,1103.81,0.0,148,0,96.82,1002.5600000000001,0.0,79,0,97.5,995.24,0.0,83,0,98.454,1029.49,0.0,36,0,97.99,1024.85,0.0,34,0,66.249,671.71,0.0,739,0,51.507,535.2900000000001,0.0,2559,0
2024-12-02,100.697,1049.52,0.0,167,0,101.771,1044.46,0.0,100,0,102.206,1031.87,0.0,151,0,102.661,1105.33,0.0,230,0,96.616,1002.1999999999999,0.0,112,0,97.546,997.39,0.0,130,0,98.192,1028.56,0.0,52,0,98.2,1028.64,0.0,46,0,66.201,671.86,0.0,764,0,51.863,539.36,0.0,2530,0
2024-12-03,100.6,1049.03,0.0,128,0,101.779,1045.03,0.0,79,0,102.405,1034.3799999999999,0.0,180,0,102.768,1106.88,0.0,124,0,96.947,1006.07,0.0,53,0,97.57,998.19,0.0,82,0,98.149,1028.69,0.0,71,0,98.012,1027.32,0.0,67,0,66.201,672.0699999999999,0.0,686,0,51.882,539.71,0.0,1504,0
2024-12-04,100.81,1051.6100000000001,0.0,167,0,102.049,1048.23,0.0,132,0,102.448,1035.33,0.0,176,0,102.851,1108.18,0.0,253,0,96.799,1005.16,0.0,53,0,97.58,998.8499999999999,0.0,143,0,98.145,981.45,47.76,93,0,98.247,982.47,47.76,78,0,66.371,673.98,0.0,704,0,51.952,540.5799999999999,0.0,3106,0
2024-12-05,100.984,1053.82,0.0,214,0,101.8,1046.23,0.0,107,0,102.28,1034.1599999999999,0.0,236,0,103.0,1110.15,0.0,212,0,96.653,1004.27,0.0,64,0,97.527,998.89,0.0,141,0,98.089,981.46,0.0,97,0,98.246,983.0300000000001,0.0,57,0,66.219,672.6700000000001,0.0,1580,0,51.843,539.66,0.0,3666,0
2024-12-06,101.147,1055.93,0.0,141,0,101.925,1047.98,0.0,105,0,102.185,1033.73,0.0,207,0,103.0,1110.62,0.0,172,0,96.697,1005.28,0.0,57,0,97.502,999.22,0.0,124,0,98.068,981.8299999999999,0.0,44,0,98.188,983.03,0.0,45,0,66.419,674.8800000000001,0.0,504,0,52.1,542.39,0.0,1898,0
2024-12-09,101.001,1055.91,0.0,150,0,101.8,1048.22,0.0,110,0,102.182,1035.25,0.0,234,0,103.104,1113.08,0.0,165,0,96.65,1006.54,0.0,29,0,97.353,999.4599999999999,0.0,134,0,97.926,982.14,0.0,64,0,98.008,982.96,0.0,38,0,66.635,677.6700000000001,0.0,619,0,52.182,543.72,0.0,1790,0
2024-12-10,101.031,1056.6799999999998,0.0,103,0,101.762,1048.33,0.0,90,0,102.143,1035.37,0.0,184,0,103.119,1113.71,0.0,149,0,96.567,1006.29,0.0,49,0,97.38,1000.3,0.0,93,0,97.937,982.82,0.0,46,0,98.227,985.72,0.0,19,0,66.649,678.02,0.0,474,0,52.127,543.3299999999999,0.0,1381,0
2024-12-11,101.116,1058.01,0.0,162,0,101.889,1050.1,0.0,128,0,102.1,1035.46,0.0,220,0,103.122,1114.21,0.0,258,0,96.825,1009.44,0.0,51,0,97.472,1001.8000000000001,0.0,65,0,98.112,985.14,0.0,56,0,97.751,981.53,0.0,20,0,66.56,677.34,0.0,483,0,52.178,544.01,0.0,1110,0
2024-12-12,100.96,1056.93,0.0,136,0,101.726,1048.96,0.0,107,0,102.129,1036.27,0.0,148,0,103.099,1114.45,0.0,139,0,96.61,1007.86,0.0,54,0,97.442,1002.0699999999999,0.0,74,0,97.854,983.14,0.0,33,0,97.859,983.19,0.0,20,0,66.4,675.95,0.0,464,0,52.004,542.4399999999999,0.0,1378,0
2024-12-13,100.922,1057.03,0.0,140,0,101.647,1048.67,0.0,90,0,102.156,1037.05,0.0,160,0,103.085,1114.79,0.0,187,0,96.647,1008.8000000000001,0.0,65,0,97.499,1003.2,0.0,72,0,98.138,986.54,0.0,34,0,98.104,986.1999999999999,0.0,48,0,66.384,676.0,0.0,409,0,51.414,536.6999999999999,0.0,1875,0
2024-12-16,100.853,1057.77,0.0,272,0,101.688,1050.56,0.0,146,0,102.205,1039.09,0.0,192,0,103.095,1116.31,0.0,386,0,96.553,1009.55,0.0,64,0,97.365,1003.56,0.0,120,0,97.866,985.52,0.0,48,0,97.75,984.36,0.0,37,0,66.301,675.8,0.0,808,0,51.092,533.99,0.0,2387,0
2024-12-17,100.68,1056.52,0.0,222,0,101.661,1050.79,0.0,102,0,102.029,1037.85,0.0,169,0,103.009,1115.9299999999998,0.0,493,0,96.533,1009.9100000000001,0.0,69,0,97.48,1005.27,0.0,75,0,97.877,986.1899999999999,0.0,43,0,97.969,987.11,0.0,43,0,66.358,676.58,0.0,602,0,51.164,534.87,0.0,1621,0
2024-12-18,100.68,1057.0,0.0,115,0,101.576,1050.43,0.0,93,0,102.07,1038.78,0.0,196,0,102.81,1028.1,86.31,763,0,96.645,1011.62,0.0,41,0,97.365,1004.6999999999999,0.0,90,0,97.783,985.83,0.0,40,0,98.0,988.0,0.0,30,0,66.671,679.9200000000001,0.0,457,0,51.727,540.67,0.0,2528,0
2024-12-19,100.489,1055.57,0.0,152,0,101.697,1052.14,0.0,103,0,101.737,1035.96,0.0,246,0,102.0,1020.55,0.0,906,0,96.752,1013.28,0.0,53,0,97.298,1004.63,0.0,119,0,97.786,986.46,0.0,8,0,97.991,988.51,0.0,15,0,66.742,680.8399999999999,0.0,537,0,52.557,549.1400000000001,0.0,2725,0
2024-12-20,100.803,1059.18,0.0,226,0,101.643,1052.09,0.0,194,0,101.999,1039.1,0.0,236,0,101.5,1016.09,0.0,744,0,96.46,1010.96,0.0,143,0,97.407,1006.32,0.0,156,0,97.995,989.1500000000001,0.0,64,0,98.05,989.7,0.0,43,0,70.168,715.31,0.0,1790,0,55.169,575.4200000000001,0.0,11675,0
2024-12-23,100.751,1060.1,0.0,282,0,101.401,1051.16,0.0,215,0,101.152,1032.18,0.0,454,0,103.2,1034.73,0.0,762,0,96.841,1016.5699999999999,0.0,226,0,97.441,1008.4599999999999,0.0,197,0,97.751,988.51,0.0,82,0,98.025,991.25,0.0,63,0,72.516,739.41,0.0,1400,0,57.448,598.72,0.0,5882,0
2024-12-24,100.711,1060.18,0.0,321,0,101.521,1052.8600000000001,0.0,158,0,101.686,1038.03,0.0,305,0,101.35,1016.77,0.0,769,0,96.0,1008.77,0.0,356,0,97.999,1014.64,0.0,172,0,98.2,993.6,0.0,112,0,98.19,993.5,0.0,110,0,72.218,736.64,0.0,691,0,56.587,590.27,0.0,3857,0
2024-12-25,100.626,1059.8,0.0,284,0,101.54,1053.54,0.0,176,0,101.899,1040.68,0.0,280,0,101.348,1017.3000000000001,0.0,697,0,96.0,960.0,49.37,444,0,98.19,1017.15,0.0,163,0,98.25,994.7,0.0,54,0,98.3,995.2,0.0,67,0,71.665,731.3199999999999,0.0,766,0,56.549,590.0600000000001,0.0,3446,0
2024-12-26,100.642,1060.44,0.0,261,0,101.488,1053.52,0.0,162,0,101.843,1040.6399999999999,0.0,276,0,101.2,1016.37,0.0,707,0,95.95,960.1,0.0,300,0,98.4,1019.85,0.0,171,0,98.261,995.41,0.0,98,0,98.31,995.9,0.0,112,0,71.937,734.25,0.0,793,0,56.651,591.25,0.0,2417,0
2024-12-27,100.846,1062.96,0.0,301,0,101.54,1054.53,0.0,207,0,102.044,1043.16,0.0,371,0,101.194,1016.85,0.0,695,0,95.75,958.67,0.0,466,0,98.6,1022.43,0.0,214,0,98.412,997.5,0.0,72,0,98.44,997.78,0.0,73,0,72.31,738.19,0.0,738,0,56.697,591.87,0.0,2768,0
2024-12-28,101.236,1067.34,0.0,166,0,102.478,1064.41,0.0,243,0,102.989,1053.13,0.0,275,0,101.1,1016.46,0.0,799,0,95.75,959.25,0.0,452,0,98.84,1025.4,0.0,130,0,98.5,998.95,0.0,114,0,98.471,998.6600000000001,0.0,77,0,72.728,742.5799999999999,0.0,662,0,57.15,596.57,0.0,2309,0
2024-12-30,101.314,1069.08,0.0,175,0,102.125,1061.87,0.0,78,0,102.245,1046.72,0.0,232,0,101.431,1020.8599999999999,0.0,578,0,95.857,961.45,0.0,246,0,97.995,1018.08,0.0,149,0,97.809,993.1700000000001,0.0,63,0,97.844,993.5200000000001,0.0,51,0,72.765,743.37,0.0,526,0,57.099,596.4,0.0,2154,0
2025-01-03,101.153,1069.3799999999999,0.0,217,0,102.24,1065.0,0.0,160,0,103.084,1057.1799999999998,0.0,221,0,102.356,1032.29,0.0,458,0,96.015,965.27,0.0,167,0,98.521,1025.58,0.0,179,0,97.73,994.62,0.0,94,0,98.514,1002.46,0.0,302,0,72.854,745.0999999999999,0.0,618,0,56.978,595.85,0.0,2274,0
2025-01-06,100.9,1068.28,0.0,141,0,102.036,1064.44,0.0,185,0,102.379,1051.68,0.0,237,0,102.189,1032.26,0.0,381,0,95.941,966.2099999999999,0.0,135,0,98.3,1025.05,0.0,121,0,98.077,999.77,0.0,41,0,97.783,996.83,0.0,126,0,72.215,739.34,0.0,555,0,56.588,592.46,0.0,2350,0
2025-01-08,101.029,1070.53,0.0,131,0,101.9,1064.08,0.0,103,0,102.233,1051.25,0.0,116,0,102.12,1032.66,0.0,269,0,95.8,965.92,0.0,110,0,98.18,1024.97,0.0,92,0,98.191,1002.03,0.0,28,0,97.852,998.64,0.0,14,0,72.25,740.11,0.0,358,0,56.513,592.04,0.0,1879,0
2025-01-09,101.004,1070.76,0.0,117,0,101.85,1064.07,0.0,81,0,102.398,1053.42,0.0,143,0,102.163,1033.64,0.0,354,0,96.05,968.98,0.0,133,0,98.2,1025.73,0.0,105,0,97.805,998.7299999999999,0.0,50,0,98.1,1001.68,0.0,53,0,72.256,740.38,0.0,585,0,55.496,582.0400000000001,0.0,2760,0
2025-01-10,101.058,1071.77,0.0,166,0,101.896,1065.03,0.0,125,0,102.4,1053.95,0.0,211,0,102.359,1036.14,0.0,365,0,96.259,971.63,0.0,289,0,98.234,1026.63,0.0,134,0,98.05,1001.74,0.0,31,0,98.136,1002.6,0.0,30,0,72.1,739.03,0.0,855,0,54.948,576.72,0.0,3616,0
2025-01-13,100.9,1071.63,0.0,241,0,101.94,1066.95,0.0,202,0,102.528,1056.78,0.0,237,0,102.249,1036.68,0.0,481,0,96.238,973.1,0.0,154,0,98.363,1029.61,0.0,119,0,98.15,1004.43,0.0,19,0,98.1,1003.93,0.0,19,0,72.18,740.4599999999999,0.0,654,0,54.902,576.77,0.0,3480,0
